annotation_text,annotated_quote,annotation_location,category
In 3.2.136-137 Leontes ignored the prophecy of Apollo's oracle. Apollo is the Greek god of the Sun. The day growing dim represents Apollo's anger at having his prophecy disregarded; it is an omen of the events soon to occur.,"I never saw
  The heavens so dim by day.",Act 3 Scene 3,None
"Immediately, the prophecy is shown to be true. Leontes can not have an heir until his daughter is found","The Prince your son, with mere conceit and fear
  Of the Queen’s speed, is gone.",Act 3 Scene 2,Religion
"This is a testament to Antigonus' nobility and remorse; even though Leontes had simply ordered him to desert the child somewhere, Antigonus added a box of gold in the hopes someone would find the child and care for it with the money made off the gold.","Gold, all gold",Act 3 Scene 3,None
"This whole time, Leontes has banked on the oracle confirming his suspicions. Now that it hasn't, he is basically throwing all logic to the wind so as to not admit he's wrong. At this point, I can't believe that anyone would still believe (or if not believe, even follow) what he's saying.",There is no truth at all i’ th’ oracle,Act 3 Scene 2,Class
"I like the play on words here. By 'poisoning' Polixenes, Camillo would have 'poisoned' his honor","Thou wouldst have poisoned good Camillo’s honor,
  To have him kill a king",Act 3 Scene 2,None
"The men of the play clearly disagree with Leontes' accusations but so far, only a woman, Paulina, has stood up to him.","These proclamations,
[20]  So forcing faults upon Hermione,
  I little like.",Act 3 Scene 1,Gender
Why does everyone keep dying?!,"how the poor gentleman roared
  and the bear mocked him, both roaring louder than
  the sea or weather.",Act 3 Scene 3,None
This is a really interesting line because she is saying that no matter what she will not be believed by the court because they already don't believe her. It is very similar to a witch test where there is no winning for the accused.,"Being counted falsehood, shall, as I express it,
  Be so received",Act 3 Scene 2,Class
This is interesting because now Shakespeare is bringing ghosts and spirits into the magical part of the play.,"thy mother
  Appeared to me last night, for ne’er was dream
  So like a waking",Act 3 Scene 3,Class
"Reminds me of the physical separation of isolation during the current pandemic.  Especially at the beginning, even those who weren't sick were told to remain separated from others, almost like a ""just-in-case"" scenario.",I am barred like one infectious.,Act 3 Scene 2,Pandemics
"This rejection of facts and of the predictions of those with more knowledge feels all too familiar, considering how many people and government officials are ignoring scientists' knowledge during this pandemic.","There is no truth at all i’ th’ oracle.
  The sessions shall proceed. This is mere falsehood.",Act 3 Scene 2,Pandemics
"Is Pauline actually apologetic or is she mocking him? If she's sincere, does that change her past passages?","Now, good my liege,
  Sir, royal sir, forgive a foolish woman.",Act 3 Scene 2,Class
"This line as a transition into the new setting of Bohemia with all of its new ""sorrows"" seems like it would be interesting to see on stage as the audience is ""led"" into the change.","Come, and lead me
  To these sorrows.",Act 3 Scene 2,None
Reminds me of winter weather.,The skies look grimly,Act 3 Scene 3,None
I feel like this highlights how crazy and jealous Leontes is. These people would literally do anything to prove Hermoine's innocence because of how sure they are.,"If th’ event o’ th’ journey
[15]  Prove as successful to the Queen—O, be ’t so!—",Act 3 Scene 1,None
"Leontes definitely doesn't know this for sure, as earlier in the play he even mentions that he thinks it's Camillo that betrayed him and warned Polixenes, not Hermione. I feel like at this point, he's saying anything to convince the people, and in the process convincing himself of his lies.","Hermione, contrary to
[20]  the faith and allegiance of a true subject, didst counsel
  and aid them, for their better safety, to fly away by
  night.",Act 3 Scene 2,Class
"Hermoine is really appealing to the audience's emotions to convince everyone she is innocent, not that she has to convince anyone. I think also she is almost giving up at the end, like she knows her fate. ","But what your jealousies awake, I tell you
  ’Tis rigor, and not law. Your Honors all,
  I do refer me to the oracle.
  Apollo be my judge.",Act 3 Scene 2,Class
"Finally, he is recognizing his mistake!!","Go on, go on.
  Thou canst not speak too much. I have deserved
  All tongues to talk their bitt’rest.",Act 3 Scene 2,None
"If I were a civilian watching this trial, I feel like I would believe Leontes. Because the people haven't seen how crazy he has gotten, I think his constant talk about justice would convince me that he really only wants to know the truth. ","Proceed in justice, which shall have due course
  Even to the guilt or the purgation",Act 3 Scene 2,Class
"Hermione was crying, which is out of character based on what we have seen so far. She tended to be more rational and keep her expressions of emotion limited for political reasons.","her eyes
[30]  Became two spouts",Act 3 Scene 3,Gender
"A physical and self-destructive manifestation of grief. Almost like she is daring Leontes to make it happen. Goes along with the earlier comments about a closely held, hot grief being a masculine expression of emotion.","What wheels, racks, fires? What flaying? Boiling
  In leads or oils?",Act 3 Scene 2,Gender
Would this make Hermione something like an immigrant? This would add a layer as to why she is so baselessly distrusted and accused.,The Emperor of Russia was my father.,Act 3 Scene 2,None
A strong logical defense after a strong appeal to sympathy.,"But what your jealousies awake, I tell you
  ’Tis rigor, and not law.",Act 3 Scene 2,None
This is the first time the speech is not broken up in poetry lines. It comes back with the Shepherd and the Clown. Is this switch to prose mark the Bohemia/Sicilia shift?,OFFICER   [reads],Act 3 Scene 2,None
"Worthy of what? Her hand? Her betrayal? This could just be an empty epithet but I feel like within the context of her trial, it would mean something more.",queen to the worthy Leontes,Act 3 Scene 2,Gender
This is the most calm and reasonable we has sounded in a while. Has he finally cooled down? Or is he just glad that it will finally be over soon?,"Proceed in justice, which shall have due course
  Even to the guilt or the purgation.",Act 3 Scene 2,
Pathetic fallacy. Could be linked back to Roman Gods (Apollo or even Neptune.),"I would you did but see how it chafes,
  how it rages, how it takes up the shore. But that’s
[95]  not to the point. O, the most piteous cry of the poor
  souls!",Act 3 Scene 3,
Similar to the story of Moses (pbuh),"A pretty
  one, a very pretty one. Sure some scape. Though I
  am not bookish, yet I can read waiting-gentlewoman
  in the scape. This has been some stair-work,
[80]  some trunk-work, some behind-door work. They
  were warmer that got this than the poor thing is
  here. I’ll take it up for pity.",Act 3 Scene 3,
"Here Paulina apologizes for her ""rash"" behavior. Considering all that happened, and all that was said I don't see it as irrational. But we see her self control and ability to repent, in contrast with Leontes who defends his own suspicions until he realizes he has lost everyone. Do you think it is because she is conforming to social codes of conduct as a woman and queen, or is it her own empathy and social intelligence shining through?","I am sorry for ’t.
  All faults I make, when I shall come to know them,

  I do repent. Alas, I have showed too much
[245]  The rashness of a woman.",Act 3 Scene 2,Gender
"Here we see that Hermione is bringing up her social status - she is the daughter of an Emperor. As an audience we see her being reduced to a women who is publicly shamed and humiliated. Unable to fight against the chain of injustice that has been triggered by Leontes' jealousy as a man in power. Here we see, she does not state her own opinion. The only way she feels she can validate what is happening to her is through the eyes of a man with similar power, her father. As modern women, we are more than just our fathers, husbands and sons. But to a woman of the time they were all she had. She lost her children and her husband, so her last resort was to validate her state through the pity and empathy she could only imagine receiving from her father while fighting abuse and false allegations from Leontes. ","The Emperor of Russia was my father.
  O, that he were alive and here beholding
  His daughter’s trial, that he did but see
[130]  The flatness of my misery, yet with eyes
  Of pity, not revenge.",Act 3 Scene 2,
Leonetes's  jealousy  has now taken the form of paranoia. He is imagining rumors regarding his married life when in fact  he is not even sure about it as of yet.  This paranoia could be seen in this time of the pandemic when people who were misinformed would take actions based on it. For instance the drop in the supply of toilet papers and groceries in the initial days of the lockdown.,"They’re here with me already, whisp’ring,
[270]  rounding:
  “Sicilia is a so-forth.” ’Tis far gone
  When I shall gust it last.—How came ’t, Camillo,
  That he did stay?",Act 1 Scene 2,Class
"The sensory imagery of the word ""sear"" turns this relationship between calumny and virtue into something physical and it implies that virtue is something that can be burned, and therefore maimed. Is it possible, therefore, that it can be healed?  Is virtue really reliant on something external such as reputation?","for calumny will sear
  Virtue itself",Act 2 Scene 1,Gender
B) it seems to me that a lot of importance is given to words here. Mainly how Hermione was able to make  Polixenes stay by just using her words.,Our praises are our wages,Act 1 Scene 2,
A) I think it quite unflattering the way Hermione is suggesting that women live for praises by their husbands. almost as if it is their husbands words which gives them validation.,Our praises are our wages.,Act 1 Scene 2,
"Hermione has used the term ""sin"" when referring to physical relations, especially when made with someone outside of wedlock. I find it ironic that later in the play she herself would be accused of this ""sin"".","If you first sinned with us, and that with us
  You did continue fault, and that you slipped not
  With any but with us.",Act 1 Scene 2,
"Polixenes and Hermione's conversation has taken the form of  light flirting here. They are both very  involved in the conversation and it seems to suggest that they have previously indulged in such light banter, seeing how at ease they are. Even though Polixenes and Leonetes were childhood friends, Hermione has more convincing arguments to make him stay. It causes one to doubt whether Leonetes's jealousy actually had some basis.","Your guest, then, madam.
  To be your prisoner should import offending,
  Which is for me less easy to commit
  Than you to punish.",Act 1 Scene 2,
The phrasing of this line makes it seem that the prince is all that is holding the Kingdom together. It makes me wonder whether they will have the same reaction if there was a princess.,"ARCHIDAMUS  If the King had no son, they would desire
  to live on crutches till he had one.",Act 1 Scene 1,
For me this was the obvious shift from Sicilia to Bohemia. This may be too literal of a choice but this jumped out at me right away.,"Thou art perfect, then, our ship hath touched upon
  The deserts of Bohemia?",Act 3 Scene 3,None
Homosexual undertones between male characters could be seen in almost all works of Shakespeare.,"Were in your love a whip to me,",Act 1 Scene 2,
"Sexism, the excessive importance of a male heir in any kingdom.","If the King had no son, they would desire
  to live on crutches till he had one.",Act 1 Scene 1,
Society's favoritism and over glorification of male heirs of the kingdom could be seen.,"They that went
  on crutches ere he was born desire yet their life to
  see him a man.",Act 1 Scene 1,
"We could see how extreme power, wealth and authority was passed on in the family right from the birth to maintain class structure as it was.","their encounters,
  though not personal, hath been royally
  attorneyed with interchange of gifts, letters, loving
[30]  embassies,",Act 1 Scene 1,
Reflects the class structure and how they were formed in those times.,"Since their more mature dignities and royal necessities
  made separation of their society,",Act 1 Scene 1,
"Reflects how we take life for granted, and realize it only when a tragedy like a pandemic takes place.  'Normal' life is derailed, and we crave to go back to the same life we complained about.  Camillo's words could be read as how Pandemic is something that comes unexpectedly and 'freely', but we have to pay a huge amount for it.","ou pay a great deal too dear for what’s given
  freely.",Act 1 Scene 1,
"A ""winter's tale"" means a story to pass the long evening hours of winters, especially a story that its listeners will enjoy when it s retold.  ",A sad tale’s best for winter.,Act 2 Scene 1,
"With dignity and restraint, Hermione defends her chastity and condemns the injustice that has been done to her. This is how women are considered to be the weaker section of the society and put through different trials to prove their innocence. ","More than mistress of
  Which comes to me in name of fault, I must not
[65]  At all acknowledge.",Act 3 Scene 2,
"I find this extremely hilarious! It is perplexing, absurd  and something specific that after centuries we might not wholly understand it. It is like the internet humor of our times. It kicks off the comedy genre of the play.  This stage direction is so sudden which makes it amusing. It is quite famous now and used as a  kind of literary meme .","[He exits, pursued by a bear.]",Act 3 Scene 3,None
"Harold Bloom called him ""an Othello who is his own Iago""","Leontes, King of Sicilia",The Winter's Tale,
Leontes's hateful ideas about women dominate the Act.,She’s an adult’ress.,Act 2 Scene 1,
We can totally relate this to the current employment crisis.,now I am out of service.,Act 4 Scene 3,
"Leontes thinks very high of himself. It is not rootless vanity, but it seems he thinks about how intelligent he is. He seems self-obsessed, the kind of person who upholds his own opinion in highest regard. This is later proved even truer when he rejects the Oracle.","How blest am I
  In my just censure, in my true opinion!",Act 2 Scene 1,
"funny how Leontes uses the pronoun ""us"" when he is the only one actually being tyrannous","Let us be cleared
[5]  Of being tyrannous",Act 3 Scene 2,
This depicts the condition and suffering of helpless poor who are now unemployed due to the pandemic.,"O, help me, help me! Pluck but off these
  rags, and then death, death.",Act 4 Scene 3,
"This clearly depicts how overwhelmed one feels after meeting their near and dear ones after a long period of time. During this pandemic the world has experienced the similar kind of emotions, due to the lockdown phase.","it seemed sorrow wept to take
  leave of them, for their joy waded in tears.",Act 5 Scene 2,
"Leontes absolutely *refuses* to listen to Hermione.  There is no ""justice"" in this trial like he said he wanted at the start of the scene","And why he left your court, the gods themselves,
  Wotting no more than I, are ignorant. 
LEONTES 
  You knew of his departure, as you know
  What you have underta’en to do in ’s absence.",Act 3 Scene 2,
Leontes only uses religion when it benefits him. Just like many bigoted and hateful groups in real life.....,"There is no truth at all i’ th’ oracle.
  The sessions shall proceed. This is mere falsehood.",Act 3 Scene 2,
"ah, yes, leave the infant by itself as you run from the bear.","A savage clamor!
  Well may I get aboard! This is the chase.
  I am gone forever! [He exits, pursued by a bear.]",Act 3 Scene 3,
"the imagery in these few lines, to me, paints a picture of a seed being planted in the ground","be laid,
  Either for life or death, upon the earth
[50]  Of its right father.—Blossom",Act 3 Scene 3,None
The timing of all this seems too coincidental. The work of the gods perhaps?,"to see how the sea flap-dragoned it.
  But, first, how the poor souls roared and the sea
[105]  mocked them, and how the poor gentleman roared
  and the bear mocked him,",Act 3 Scene 3,
"The line break here is interesting because the line ends on ""I"" which emphasizes her position and her willingness to stand up to danger.","Upon mine honor, I
[80]  Will stand betwixt you and danger.",Act 2 Scene 2,
It seems like she is also commenting that the office or role of King is best suited to a woman,"The office
  Becomes a woman best.",Act 2 Scene 2,
I understand that she is a queen but to have servants while in prison still seems odd.,her women,Act 2 Scene 2,
"This whole scene makes me curious about how old Mamillius is supposed to be. He is young enough to need a playmate and that it is probably surprising that he notices/criticizes the Lady's eyebrows, but they also seem to treat him older. ",playfellow,Act 2 Scene 1,None
"So far in the play, we've seen a lot of talk about women both ""being equals"" with men as well as perpetuation of beauty standards. Though themes of femininity are present in a lot of Shakespeare, it feels like they are especially prominent here","Too much hair there, but in a semicircle,
  Or a half-moon made with a pen.",Act 2 Scene 1,
He sees a threat to his power to be one to his life- this is both literal (a challenger to the throne would likely kill him) and metaphorical (he sees himself as nothing without his title),"There is a plot against my life, my crown.",Act 2 Scene 1,
"There is so much misogyny coming from the King, maybe it is beacuse of some deep rooted insecurity.  ","What, canst not rule her?",Act 2 Scene 3,
"I thought it was really interesting how she seems to be the pinnacle of womanhood to these men. She is desirable as two men are fighting over her, or at least Leontes is fighting over her. But even to the other lord of scicilia she is the example because if she cheats then who's to say if other wives haven't? It also ties into the class/status conversation too. If this were the modern day equivalent, it would be as if a celebrity cheated and because of that everyone stopped trusting their wives.","every dram of woman’s flesh, is false,
  If she be",Act 2 Scene 1,
"She seems to be saying that admitting to adultery would make her even more guilty and it's better to not know. I may be interpreting this wrong, but this is such odd language that definitely plays into his fears. I'd consider this a bug","Should a villain say so,
  The most replenished villain in the world,
[100]  He were as much more villain. You, my lord,
  Do but mistake.",Act 2 Scene 1,None
Paulina is so hopeful that she will change the King's mind here...it is kind of sad.,"For she is good, hath brought you forth a
  daughter—",Act 2 Scene 3,
It's almost as if she is cursing him- This feels significant!,"You thus have published me! Gentle my lord,
  You scarce can right me throughly then to say
  You did mistake.",Act 2 Scene 1,
It is surprising to me how sure he is that this child is not his...he is acting like a mad man.,It is the issue of Polixenes.,Act 2 Scene 3,
,,,
,,,
Leaving a child alone in the woods feels like the beginning of a super hero movie to me,"Of our dominions, and that there thou leave it,",Act 2 Scene 3,None
"Though this seems to be referring to her giving birth early, it could also be referring to the king trying to jail her- double meaning! ","[30]  Which never tender lady hath borne greater,
  She is something before her time delivered.",Act 2 Scene 2,None
Aren't all children a prisoner to the womb? I'm not entirely sure what this means.,"This child was prisoner to the womb, and is",Act 2 Scene 2,Class
"As Sarah pointed out earlier in this scene, all the illness we've seen so far has been due to emotions, so words as a cure makes sense. This is relevant to the government's response to COVID 19 as there have been a lot of empty promises","Do come with words as medicinal as true,",Act 2 Scene 3,Pandemics
The repetition emphasizes how ridiculous and overbearing Leontes is being,"Good queen, my lord, good queen, I say “good
  queen,”",Act 2 Scene 3,Class
This greatly plays off of Leontes' suspicions and anger. Calling his children traitors demonstrates a lack of empathy as well as a great deal of self obsession.,You’d call your children yours.,Act 2 Scene 3,None
Another religious appeal; trying to emphasize that she knows little of the situation and was not conspiring against Leontes,"And why he left your court, the gods themselves,
  Wotting no more than I, are ignorant.",Act 3 Scene 2,Religion
Leontes declared her an adultress even though she isn't. This reminds me of life today how women are over-sexualized and called whores when they've done nothing wrong.,Proclaimed a strumpet; with immodest hatred,Act 3 Scene 2,Sexuality
Being kept from her son like she is the one with the disease when really Leontes is the one who is ill.,"from his presence
[105]  I am barred like one infectious.",Act 3 Scene 2,Pandemics
"Leontes is the one who is sick and twisted, not everyone he accused. Why did everything depend upon an oracle and not the word of everyone else? Everyone knew they were innocent.","Leontes a jealous tyrant,",Act 3 Scene 2,Pandemics
He is so lost in his own world that he can't accept the truth if it doesn't align with his perspective. He doesn't want to be wrong because he has taken this so far.,This is mere falsehood.,Act 3 Scene 2,Class
Mamillius is dead from this disease Leontes has been spreading. Things will only continue to get more out of hand.,Is dead.,Act 3 Scene 2,Pandemics
To me this is a bug because so much value was placed in this oracle and suddenly Leontes says it has no value just because he doesn't like what it had to say.,no truth at all i’ th’ oracle.,Act 3 Scene 2,Class
Why does he suddenly care about her wellbeing when he still thinks she is guilty?,"tenderly apply to her
  Some remedies for life.",Act 3 Scene 2,None
She intends to cure him of his jealous and paranoid fever by convincing him of Hermione's innocence.,"Not so hot,",Act 2 Scene 3,None
What is with this back and forth? He just said the oracle was wrong.,My great profaneness ’gainst thine oracle.,Act 3 Scene 2,Class
Suddenly cured of his jealousy now that his wife and son are dead. He previously wanted her dead- he got what he wished for.,"The causes of their death appear, unto
  Our shame perpetual",Act 3 Scene 2,None
"This is an inversion of gender roles. The jailer is the meek, frightened damsel and Paulina is his bold protector.","Upon mine honor, I
[80]  Will stand betwixt you and danger.",Act 2 Scene 2,Gender
"Is this an attack on Leontes for Hermione's possible infidelity or just a comment on marriage, in general?","Hang all the husbands
  That cannot do that feat, you’ll leave yourself
  Hardly one subject.",Act 2 Scene 3,Class
A harsh and violent punishment for such a relatively low offense. A sign of Leontes giving into his paranoia and having destructive fantasies.,Given to the fire,Act 2 Scene 3,Class
"Strong imagery of being ill. He thinks he is right, but his paranoia and jealousy are what has truly ""infected"" him.","How he hath drunk, he cracks his gorge, his sides,
  With violent hefts",Act 2 Scene 1,Pandemics
a sort of doubling- life and death,"Thou met’st with
[120]  things dying, I with things newborn.",Act 3 Scene 3,None
The kingdom of Sicilia won't be able to find Perdita,"We are lucky, boy, and to be so still requires
  nothing but secrecy.",Act 3 Scene 3,Class
Here is this idea of the planets and the stars ruling over people's lives and fate.,"There’s some ill planet reigns.
[130]  I must be patient till the heavens look
  With an aspect more favorable.",Act 2 Scene 1,Religion
"Another example of Hermione going against what would seem to be the ""norm"" for women at the time. ","Good my lords,
  I am not prone to weeping, as our sex
  Commonly are",Act 2 Scene 1,Gender
"At this point in the play, the women have been very articulate and well-spoken which is an interesting contrast from Leontes and from Shakespeare's more typical sexism.","Than you are mad—which is enough, I’ll warrant,
[90]  As this world goes, to pass for honest.",Act 2 Scene 3,Gender
"There is the idea that Leontes is the one who is infected with jealousy, making everything seem like an illusion to him. Everyone else seems to see that Hermione is innocent except for Leontes.","or her, my lord,
  I dare my life lay down—and will do ’t, sir,
  Please you t’ accept it—that the Queen is spotless
  I’ th’ eyes of heaven, and to you—I mean
[160]  In this which you accuse her.",Act 2 Scene 1,Pandemics
"Mamillius falls ill out of sadness. So far, the characters in this play are ""ill"" from their emotions.","He straight declined, drooped, took it deeply,
  Fastened and fixed the shame on ’t in himself,
  Threw off his spirit, his appetite, his sleep,
  And downright languished",Act 2 Scene 3,Pandemics
"She gave birth in the jail, so I wonder about her health and the baby's. Both would be particularly vulnerable to different diseases.","My poor prisoner,",Act 2 Scene 2,Pandemics
"Leontes blames Antigonus for his wife's actions despite him admitting that he has no actual control over what she does. Leontes expects men to be able to control their wives, and this can be a part of the reason why he is so angry at Hermione for supposedly cheating on him.","Thou, traitor, hast set on thy wife to this.",Act 2 Scene 3,Gender
"What is with this internalized misogyny?  Is this to explain why she is not crying, though maybe Leontes wanted her to? Did he expect a passionate defense?","I am not prone to weeping, as our sex
  Commonly are",Act 2 Scene 1,Gender
"Paulina's high class, and Hermione's as well, give them opportunities to talk and behave in ways that others cannot. Even with Hermione in prison and Paulina's association with that, their noble status still overshadows the current situation.",Let him have knowledge who I am.,Act 2 Scene 2,Class
"While blisters aren't a symptom of Covid-19, these types of phrases feel strange to see--similar to how ""avoid like the plague"" no longer seems to mean ""to avoid vehemently.""","If I prove honey-mouthed, let my tongue blister",Act 2 Scene 2,Pandemics
"While, of course, no one wants their child to suffer, the use of ""nobleness"" seems to hint that Leontes believes his nobility should serve as immunity. This is how a lot of people seem to look at the current pandemic, with people using their class and wealth as protection.","’Tis hoped
  His sickness is discharged. 
LEONTES   To see his nobleness,",Act 2 Scene 3,Class
The indictment below is absolutely ridiculous. How can the officer stand there and read that? Has he fallen ill to the disease too? How did Leontes even come up with this? The jealousy has to get under control before it spreads further and people die.,Read the indictment.,Act 3 Scene 2,Pandemics
Saying that God and the heavens above know that she is not guilty. She is being painted as a liar and knows that Leontes doesn't want to hear anything she has to say. He is only having this trial to try and boost his credibility and appear sane/rational. Hermione has to make a logical yet emotional argument in order to be freed.,"But thus: if powers divine
[30]  Behold our human actions, as they do,
  I doubt not then but innocence shall make
  False accusation blush and tyranny
  Tremble at patience.",Act 3 Scene 2,Religion
"This is a life or death situation. I'm honestly not sure how it will go. I don't understand how everyone believes Hermione and vouches for her, but she is still being tried in court. Why is Leontes' jealousy so violent? Is it really out of his control?","The violent carriage of it
  Will clear or end the business",Act 3 Scene 1,None
"How can he make her a prisoner, want to kill her and their child, and then stand in front of the court and say this? If anyone believes this I will be shocked.","the party tried
  The daughter of a king, our wife, and one
  Of us too much beloved.",Act 3 Scene 2,None
I can't believe he would call his child a brat and a bastard,This brat is none of mine.,Act 2 Scene 3,None
Leontes is going to try and have Paulina killed over something he imagined and cannot prove,"Not able to produce more accusation
  Than your own weak-hinged fancy, something
  savors",Act 2 Scene 3,None
He is going to have his child murdered over jealousy...,And see it instantly consumed with fire.,Act 2 Scene 3,Class
"The baby and wife are repeatedly referred to as ""innocent"" and people are risking their lives for them. How can Leontes not see that if all these people are vouching for Hermione and the baby, they must be innocent?",To save the innocent. Anything possible.,Act 2 Scene 3,None
Why is his immediate solution to everything to kill someone? How is the baby supposed to fend for itself?,"That thou commend it strangely to some place
  Where chance may nurse or end it.",Act 2 Scene 3,None
"A dig at Leontes, his jealousy is making him behave crazy","no less honest
  Than you are mad",Act 2 Scene 3,None
Trying to cure him of his disease,More free than he is jealous.,Act 2 Scene 3,None
"The disease of jealousy is showing symptoms- Leontes can't sleep, feeling weak, taking over body","To bear the matter thus, mere weakness",Act 2 Scene 3,None
"Wants to have Hermione killed, he's gone mad from this disease, not thinking straight","Say that she were gone,
  Given to the fire, a moiety of my rest",Act 2 Scene 3,None
"Leontes' illness spread to his son, he is wrecking their family over feeling jealous","He straight declined, drooped, took it deeply,",Act 2 Scene 3,Class
Again emphasizing how the baby and Queen did no wrong,"Freed and enfranchised, not a party to
  The anger of the King, nor guilty of,
  If any be, the trespass of the Queen.",Act 2 Scene 2,None
"Leontes' whole state of mad fury began with the words ""Too hot, too hot"" (1.2.108). As then speaking in reference to Polixenes' and Hermione's relationship,  he since has himself ironically grown ""too hot"" in temper, this mood perhaps climaxing in his order to burn the new baby.","take it hence,
  And see it instantly consumed with fire",Act 2 Scene 3,None
,,,
"It is remarkable how blatantly Paulina discounts Leontes. In real life, would a King stand such backtalk and scolding?",Not so.,Act 2 Scene 3,Class
"A further testament to Paulina's tenacity. She openly and proudly corrects the King, knowing well that her words may anger him; yet she stands firm, with a more commanding presence than Leontes himself.","Good queen, my lord, good queen, I say “good
  queen,”",Act 2 Scene 3,Class
"This line is comical; it attests to Paulina's strength and tenacity as a woman and friend of the Queen. Not only does she discount the Lord's statement of her not being allowed into the room, but then informs the Lords that, whether they know it or not, they are also going to back her up so they should prepare themselves. ","Nay, rather, good my lords, be second to me",Act 2 Scene 3,Class
"Paulina is saying someone must confront Leontes' crazed and illogical actions, and that a woman such as herself must do it. Perhaps she believes Leontes will be more lenient towards a woman.","He must be told on ’t, and he shall. The office
  Becomes a woman best. I’ll take ’t upon me.
  If I prove honey-mouthed, let my tongue blister
  And never to my red-looked anger be
  The trumpet anymore",Act 2 Scene 2,Gender
"It is interesting that here, Paulina is making the argument that women are more capable of rationality and of persuasion than any man would be. It seems almost as if there is the implication that Leontes is acting feminine by acting to irrationally, so this is sort of a back-handed compliment towards the capability of women.","Becomes a woman best. I’ll take ’t upon me.
  If I prove honey-mouthed, let my tongue blister",Act 2 Scene 2,Gender
Leontes is going to such extreme measures to know exactly what is happening at all times with Hermione,"And, madam, I must be present at your conference.",Act 2 Scene 2,None
I want to note the repetition of none and nothing throughout this scene,"none, none",Act 1 Scene 2,Class
"This truly justifies the feminist read, “Don’t let anyone speak for you, and don’t rely on others to fight for you.”",Not guilty.,Act 3 Scene 2,Gender
It's interesting how Paulina immediately asks if the baby is a boy rather than generally asking about the sex of the baby. Maybe she hoped that a baby boy would have a better chance of calming Leontes' anger.,A boy?,Act 2 Scene 2,Gender
"""Prisoner to the womb"" makes it sound like the baby was isolated and alone rather than nurtured and loved by her mother. In modern times, even though many of us are living with family during quarantine, it's easy to feel isolated.",This child was prisoner to the womb,Act 2 Scene 2,Pandemics
"It's ironic how Leontes blames Hermione for his son's sickness, when in reality it's his fault for accusing Hermione with no evidence.","To see his nobleness,
[15]  Conceiving the dishonor of his mother.
  He straight declined, drooped, took it deeply,
  Fastened and fixed the shame on ’t in himself,",Act 2 Scene 3,Pandemics
"Leontes' sickness, as described earlier, is in fact spreading to the people around him ","To see his nobleness,
[15]  Conceiving the dishonor of his mother.
  He straight declined, drooped, took it deeply,
  Fastened and fixed the shame on ’t in himself,",Act 2 Scene 3,Class
"It makes me wonder what it means to truly be loyal. Is the most loyal servant the one that follows you through anything, or the one who stays true to themselves and tells you when you're wrong?","Your most obedient counselor, yet that dares
  Less appear so in comforting your evils
  Than such as most seem yours",Act 2 Scene 3,Class
" Hermione is publicly accused of her transgressions, giving her the opportunity to eloquently defend herself. The defiant warning that Hermione gives Leontes is indicative of the extent of the emotional damage that she is suffering and Leontes will suffer as a result of his false accusations.","How will this grieve you,",Act 2 Scene 1,Gender
"Although she's married to a lord, Paulina is speaking out against the king, AND she's a woman. All of the societal odds are stacked against her yet she's brave enough to speak up about protecting Hermione and the baby. ","and no less honest
  Than you are mad",Act 2 Scene 3,Gender
I wonder why yellow used to be the color of jealousy when it is now green?,yellow,Act 2 Scene 3,Class
Maybe Leontes will realize his faults once he sees his innocent daughter being held prisoner with her innocent mother,"The silence often of pure innocence
  Persuades when speaking fails.",Act 2 Scene 2,None
This could be seen as a subtle premonition  to the  infamous blinding of Gloucester,"See better, Lear",Act 1 Scene 1,None
"Everyone can see the errors of King Lear's ways, except him.  He seems to be too blinded by his pride to see the implication of his actions. In a way his hasty judgment led to the tragedy of the play which resulted in innumerable deaths. A reflection of this could be seen in todays time when politicians take important  decisions without considering all factors which ultimately affects the public. ","REGAN  ’Tis the infirmity of his age. Yet he hath ever
[340]  but slenderly known himself.",Act 1 Scene 1,Pandemics
"Everyone can see the errors of King Lear's ways, except him.  He seems to be too blinded by his pride to see the implication of his actions. In a way his hasty judgment led to the tragedy of the play which resulted in innumerable deaths. A reflection of this could be seen in todays time when politicians take important  decisions without considering all factors which ultimately affects the public.","REGAN  ’Tis the infirmity of his age. Yet he hath ever
[340]  but slenderly known himself.",Act 1 Scene 1,Pandemics
This makes me recall the times when we used  to make plans of visiting our friends and acquaintances and then the pandemic happened.,"I think this coming summer the King of
  Sicilia means to pay Bohemia the visitation which
  he justly owes him.",Act 1 Scene 1,Pandemics
This could be seen as a subtle premonition of the infamous blinding of Gloucester.,"See better, Lea",Act 1 Scene 1,None
Edmund here comes across as very self aware of his actions. He understands that what he is doing is wrong and justifies it in exchange of the abuse he received as an illegitimate child.  He further makes a good point that our destiny is carved by our own actions and is not subordinate to a heavenly deity.,"[125]EDMUND  This is the excellent foppery of the world, that
  when we are sick in fortune (often the surfeits of
  our own behavior) we make guilty of our disasters
  the sun, the moon, and stars, as if we were villains
  on necessity; fools by heavenly compulsion; knaves,
[130]  thieves, and treachers by spherical predominance;",Act 1 Scene 2,Class
This seems very Romulus and Remus to me. Will this daughter come back as a strong leader?,"Some powerful spirit instruct the kites and ravens
  To be thy nurses! Wolves and bears, they say,
  Casting their savageness aside, have done",Act 2 Scene 3,Gender
